Date,Daily Highlights,QTD Highlights
20240507,"Dynamic P&L Highlights
• $2m gain on Delta (affected by $0m SPX cash/futures basis on the day)
o $2m gain on EAFE/cash future basis
• $0m impact on Gamma
• $0m impact on Volatility
• -$2m loss on Total Rho Hedge (-$1m loss on Treasury Basis)
• $2m gain on Credit
• $3m gain on Underlying Fund P&L (excluding EAFE timing of -$7m, EM timing of -$2m)
• -$1m loss on POT/Carry/Fee",
