Date,Daily Highlights,QTD Highlights
20240205,"Dynamic P&L Highlights
•         $0m impact on Delta (affected by $0m SPX cash/futures basis on the day)

o        $0m impact  on EAFE/cash future basis

•        $0m impact on Gamma

•        $0m impact on Volatility

•        -$2m loss on Total Rho Hedge ($1m gain on Treasury Basis)

•        $1m gain on Credit

•        -$4m loss on Underlying Fund P&L (excluding EAFE timing of  $0m, EM timing of  $2m)

•        $2m gain on POT/Carry/Fee",
