Date,Daily Highlights,QTD Highlights
20240405,"Dynamic P&L Highlights
•        -$5m loss on Delta (affected by $0m SPX cash/futures basis on the day)
o        -$5m loss  on EAFE/cash future basis
•        $0m impact on Gamma
•        $0m impact on Volatility
•        $2m gain on Total Rho Hedge ($1m gain on Treasury Basis)
•        -$2m loss on Credit
•        $5m gain on Underlying Fund P&L (excluding EAFE timing of  $16m, EM timing of  $1m)
•        $4m gain on POT/Carry/Fee",
