Date,Daily Highlights,QTD Highlights
20231212,"Dynamic P&L Highlights
•        $0m impact on Delta (affected by $0m SPX cash/futures basis on the day)

o        $0m impact  on EAFE/cash future basis

•        $0m impact on Gamma 

•        $0m impact on Volatility

•        -$1m loss on Total Rho Hedge (-$1m loss on Treasury Basis)

•        $0m impact on Credit

•        $5m gain on Underlying Fund P&L (excluding EAFE timing of  -$1m, EM timing of  -$1m)

•        -$3m loss on POT/Carry/Fee

