VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240501,WB,Equity,Delta,1,-1
20240501,WB,Equity,Gamma,0,0
20240501,WB,Equity,Volatility,0,0
20240501,WB,Rates,Dynamic_Rho,4,-3
20240501,WB,Credit,Credit,0,0
20240501,WB,Underlying_Fund,,-1,1
20240501,WB,Theta_Carry,,0,0
20240501,WB,Other_Unhedged,,0,0
20240501,WB,Fees,,0,1
20240501,WB,ALSO,,0,1
20240501,WB,ILP,,0,0
20240501,WB,New_Business_Model_Change,,0,0

