Date,Daily Highlights,QTD Highlights
20240122,"Dynamic P&L Highlights
•        $1m gain on Delta (affected by $0m SPX cash/futures basis on the day)

o        $2m gain  on EAFE/cash future basis

•        $0m impact on Gamma

•        $0m impact on Volatility

•        $1m gain on Total Rho Hedge ($0m impact on Treasury Basis)

•        -$3m loss on Credit

•        $2m gain on Underlying Fund P&L (excluding EAFE timing of  -$6m, EM timing of  -$1m)

•        $2m gain on POT/Carry/Fee",
