VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240625,DBIB,Equity,Delta,1.3,-1.3
20240625,DBIB,Equity,Gamma_Residual,0.4,-0.1
20240625,DBIB,Interest_Rate,Rho,-4.0,4.0
20240625,DBIB,Interest_Rate,Convexity_Residual,-0.0,-0.0
20240625,DBIB,Interest_Rate,Basis,0.0,-0.3
20240625,DBIB,Credit,HY_Total,0.0,0.1
20240625,DBIB,Credit,AGG_Credit,-0.1,0.0
20240625,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240625,DBIB,Credit,ILP_Update,0.0,0.0
20240625,DBIB,Fund_Basis_Fund_Mapping,,1.4,-1.7
20240625,DBIB,Passage_Of_Time,,-0.2,-0.1
20240625,DBIB,Other_Inforce,,-1.6,0.0
20240625,DBIB,New_Business,,0.0,0.0
20240625,DBIB,Cross_Impact_True_up,,-0.1,-0.0
