VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240415,DBIB,Equity,Delta,-15.5,14.9
20240415,DBIB,Equity,Gamma_Residual,0.1,0.0
20240415,DBIB,Interest_Rate,Rho,69.4,-69.0
20240415,DBIB,Interest_Rate,Convexity_Residual,-1.9,0.4
20240415,DBIB,Interest_Rate,Basis,0.0,0.6
20240415,DBIB,Credit,HY_Total,-0.4,0.5
20240415,DBIB,Credit,AGG_Credit,0.4,0.0
20240415,DBIB,Credit,Agg_Risk_Free_Growth,-0.2,0.0
20240415,DBIB,Credit,ILP_Update,0.0,0.0
20240415,DBIB,Fund_Basis_Fund_Mapping,,-2.0,1.2
20240415,DBIB,Passage_Of_Time,,-0.8,-0.1
20240415,DBIB,Other_Inforce,,0.8,0.0
20240415,DBIB,New_Business,,0.0,0.0
20240415,DBIB,Cross_Impact_True_up,,0.0,0.0
