VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240409,DBIB,Equity,Delta,1.5,-1.5
20240409,DBIB,Equity,Gamma_Residual,0.3,-0.0
20240409,DBIB,Interest_Rate,Rho,-29.4,29.5
20240409,DBIB,Interest_Rate,Convexity_Residual,-0.3,0.3
20240409,DBIB,Interest_Rate,Basis,0.0,0.8
20240409,DBIB,Credit,HY_Total,0.2,-0.3
20240409,DBIB,Credit,AGG_Credit,0.2,0.0
20240409,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240409,DBIB,Credit,ILP_Update,0.0,0.0
20240409,DBIB,Fund_Basis_Fund_Mapping,,-0.2,-0.9
20240409,DBIB,Passage_Of_Time,,-0.2,-0.1
20240409,DBIB,Other_Inforce,,-1.2,0.0
20240409,DBIB,New_Business,,-0.0,0.0
20240409,DBIB,Cross_Impact_True_up,,0.3,-0.0
