VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240709,DBIB,Equity,Delta,-2.5,2.5
20240709,DBIB,Equity,Gamma_Residual,0.4,0.0
20240709,DBIB,Interest_Rate,Rho,19.3,-18.9
20240709,DBIB,Interest_Rate,Convexity_Residual,-0.0,-0.1
20240709,DBIB,Interest_Rate,Basis,0.0,0.2
20240709,DBIB,Credit,HY_Total,0.0,0.0
20240709,DBIB,Credit,AGG_Credit,0.3,0.0
20240709,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240709,DBIB,Credit,ILP_Update,0.0,0.0
20240709,DBIB,Fund_Basis_Fund_Mapping,,0.6,-0.3
20240709,DBIB,Passage_Of_Time,,-0.2,-0.1
20240709,DBIB,Other_Inforce,,-1.3,0.0
20240709,DBIB,New_Business,,-0.0,0.0
20240709,DBIB,Cross_Impact_True_up,,0.8,0.0
