VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240417,WB,Equity,Delta,-25.0,23.8
20240417,WB,Equity,Gamma_Residual,0.6,-0.0
20240417,WB,Interest_Rate,Rho,-50.8,50.4
20240417,WB,Interest_Rate,Convexity_Residual,-0.4,0.3
20240417,WB,Interest_Rate,Basis,0.0,0.7
20240417,WB,Credit,HY_Total,-0.1,-0.6
20240417,WB,Credit,AGG_Credit,3.4,-0.2
20240417,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240417,WB,Credit,ILP_Update,0.0,0.0
20240417,WB,Fund_Basis_Fund_Mapping,,-0.2,2.1
20240417,WB,Passage_Of_Time,,-2.1,2.2
20240417,WB,Other_Inforce,,-0.3,0.0
20240417,WB,New_Business,,-0.7,0.0
20240417,WB,Cross_Impact_True_up,,-0.2,-0.0
