VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240627,DBIB,Equity,Delta,1.2,-1.3
20240627,DBIB,Equity,Gamma_Residual,0.4,-0.1
20240627,DBIB,Interest_Rate,Rho,-12.0,12.2
20240627,DBIB,Interest_Rate,Convexity_Residual,-0.1,0.1
20240627,DBIB,Interest_Rate,Basis,0.0,-0.2
20240627,DBIB,Credit,HY_Total,0.0,-0.1
20240627,DBIB,Credit,AGG_Credit,0.1,0.0
20240627,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240627,DBIB,Credit,ILP_Update,0.0,0.0
20240627,DBIB,Fund_Basis_Fund_Mapping,,0.2,-0.4
20240627,DBIB,Passage_Of_Time,,-0.2,-0.1
20240627,DBIB,Other_Inforce,,-0.5,0.0
20240627,DBIB,New_Business,,0.0,0.0
20240627,DBIB,Cross_Impact_True_up,,0.4,-0.0
