VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240513,WB,Equity,Delta,1.0,-1.7
20240513,WB,Equity,Gamma_Residual,0.7,-0.1
20240513,WB,Interest_Rate,Rho,-19.6,19.9
20240513,WB,Interest_Rate,Convexity_Residual,0.0,0.1
20240513,WB,Interest_Rate,Basis,0.0,-0.3
20240513,WB,Credit,HY_Total,-0.1,-0.2
20240513,WB,Credit,AGG_Credit,-0.6,0.1
20240513,WB,Credit,Agg_Risk_Free_Growth,-1.4,0.0
20240513,WB,Credit,ILP_Update,0.0,0.0
20240513,WB,Fund_Basis_Fund_Mapping,,-2.3,-2.6
20240513,WB,Passage_Of_Time,,-1.9,2.1
20240513,WB,Other_Inforce,,3.1,0.0
20240513,WB,New_Business,,0.0,0.0
20240513,WB,Cross_Impact_True_up,,-0.2,0.0
