VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240502,DBIB,Equity,Delta,14.0,-14.3
20240502,DBIB,Equity,Gamma_Residual,0.2,-0.1
20240502,DBIB,Interest_Rate,Rho,-1.8,2.6
20240502,DBIB,Interest_Rate,Convexity_Residual,0.0,0.2
20240502,DBIB,Interest_Rate,Basis,0.0,0.2
20240502,DBIB,Credit,HY_Total,0.5,-0.4
20240502,DBIB,Credit,AGG_Credit,1.1,0.0
20240502,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240502,DBIB,Credit,ILP_Update,0.0,0.0
20240502,DBIB,Fund_Basis_Fund_Mapping,,1.4,-2.0
20240502,DBIB,Passage_Of_Time,,-0.1,-0.2
20240502,DBIB,Other_Inforce,,2.5,0.0
20240502,DBIB,New_Business,,-0.2,0.0
20240502,DBIB,Cross_Impact_True_up,,0.1,0.0
