VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240725,WB,Equity,Delta,-29.6,27.7
20240725,WB,Equity,Gamma_Residual,0.6,0.1
20240725,WB,Interest_Rate,Rho,-40.4,39.8
20240725,WB,Interest_Rate,Convexity_Residual,-0.3,0.5
20240725,WB,Interest_Rate,Basis,0.0,-1.5
20240725,WB,Credit,HY_Total,-0.2,-0.3
20240725,WB,Credit,AGG_Credit,1.0,-0.1
20240725,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240725,WB,Credit,ILP_Update,0.0,0.0
20240725,WB,Fund_Basis_Fund_Mapping,,7.3,1.6
20240725,WB,Passage_Of_Time,,-2.1,2.2
20240725,WB,Other_Inforce,,0.4,0.0
20240725,WB,New_Business,,0.1,0.0
20240725,WB,Cross_Impact_True_up,,-0.5,0.0
