VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240516,WB,Equity,Delta,-6.2,8.3
20240516,WB,Equity,Gamma_Residual,0.7,-0.1
20240516,WB,Interest_Rate,Rho,5.7,-5.9
20240516,WB,Interest_Rate,Convexity_Residual,0.1,-0.1
20240516,WB,Interest_Rate,Basis,0.0,-1.1
20240516,WB,Credit,HY_Total,-0.0,0.2
20240516,WB,Credit,AGG_Credit,-2.5,0.1
20240516,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240516,WB,Credit,ILP_Update,0.0,0.0
20240516,WB,Fund_Basis_Fund_Mapping,,-5.6,-3.1
20240516,WB,Passage_Of_Time,,-2.0,2.1
20240516,WB,Other_Inforce,,0.7,0.0
20240516,WB,New_Business,,0.1,0.0
20240516,WB,Cross_Impact_True_up,,-0.1,0.0
