VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240730,WB,Equity,Delta,-13.6,13.1
20240730,WB,Equity,Gamma_Residual,0.7,0.2
20240730,WB,Interest_Rate,Rho,-28.9,28.7
20240730,WB,Interest_Rate,Convexity_Residual,-0.1,0.7
20240730,WB,Interest_Rate,Basis,0.0,-0.4
20240730,WB,Credit,HY_Total,-0.1,0.1
20240730,WB,Credit,AGG_Credit,-2.4,0.3
20240730,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240730,WB,Credit,ILP_Update,0.0,0.0
20240730,WB,Fund_Basis_Fund_Mapping,,-0.6,6.5
20240730,WB,Passage_Of_Time,,-2.2,2.2
20240730,WB,Other_Inforce,,-1.9,0.0
20240730,WB,New_Business,,0.1,0.0
20240730,WB,Cross_Impact_True_up,,-0.8,0.0
