VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240503,DBIB,Equity,Delta,17.4,-17.1
20240503,DBIB,Equity,Gamma_Residual,0.2,-0.1
20240503,DBIB,Interest_Rate,Rho,-29.5,29.8
20240503,DBIB,Interest_Rate,Convexity_Residual,-0.4,0.5
20240503,DBIB,Interest_Rate,Basis,0.0,0.7
20240503,DBIB,Credit,HY_Total,0.7,-0.7
20240503,DBIB,Credit,AGG_Credit,0.5,0.0
20240503,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240503,DBIB,Credit,ILP_Update,0.0,0.0
20240503,DBIB,Fund_Basis_Fund_Mapping,,-0.6,-1.7
20240503,DBIB,Passage_Of_Time,,-0.1,-0.2
20240503,DBIB,Other_Inforce,,0.9,0.0
20240503,DBIB,New_Business,,-0.2,0.0
20240503,DBIB,Cross_Impact_True_up,,0.4,-0.0
