VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240411,WB,Equity,Delta,14.5,-17.3
20240411,WB,Equity,Gamma_Residual,0.6,-0.1
20240411,WB,Interest_Rate,Rho,20.3,-20.2
20240411,WB,Interest_Rate,Convexity_Residual,-0.2,0.2
20240411,WB,Interest_Rate,Basis,0.0,1.3
20240411,WB,Credit,HY_Total,-1.0,0.6
20240411,WB,Credit,AGG_Credit,0.9,-0.0
20240411,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240411,WB,Credit,ILP_Update,0.0,0.0
20240411,WB,Fund_Basis_Fund_Mapping,,12.4,-5.0
20240411,WB,Passage_Of_Time,,-2.1,2.1
20240411,WB,Other_Inforce,,-0.0,0.0
20240411,WB,New_Business,,0.1,0.0
20240411,WB,Cross_Impact_True_up,,0.1,0.0
