VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240513,DBIB,Equity,Delta,-0.0,-0.3
20240513,DBIB,Equity,Gamma_Residual,0.4,-0.2
20240513,DBIB,Interest_Rate,Rho,-11.4,11.5
20240513,DBIB,Interest_Rate,Convexity_Residual,-0.0,0.1
20240513,DBIB,Interest_Rate,Basis,0.0,0.3
20240513,DBIB,Credit,HY_Total,-0.0,-0.1
20240513,DBIB,Credit,AGG_Credit,-0.0,0.0
20240513,DBIB,Credit,Agg_Risk_Free_Growth,-0.2,0.0
20240513,DBIB,Credit,ILP_Update,0.0,0.0
20240513,DBIB,Fund_Basis_Fund_Mapping,,-1.2,-0.9
20240513,DBIB,Passage_Of_Time,,-0.7,-0.1
20240513,DBIB,Other_Inforce,,0.7,0.0
20240513,DBIB,New_Business,,-0.0,0.0
20240513,DBIB,Cross_Impact_True_up,,-0.0,-0.0
