VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240712,WB,Equity,Delta,28.1,-27.5
20240712,WB,Equity,Gamma_Residual,0.6,0.0
20240712,WB,Interest_Rate,Rho,-2.2,2.4
20240712,WB,Interest_Rate,Convexity_Residual,0.1,0.2
20240712,WB,Interest_Rate,Basis,0.0,0.5
20240712,WB,Credit,HY_Total,0.8,-0.6
20240712,WB,Credit,AGG_Credit,5.2,-0.3
20240712,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240712,WB,Credit,ILP_Update,0.0,0.0
20240712,WB,Fund_Basis_Fund_Mapping,,0.0,1.8
20240712,WB,Passage_Of_Time,,-2.1,2.1
20240712,WB,Other_Inforce,,-1.0,0.0
20240712,WB,New_Business,,0.2,0.0
20240712,WB,Cross_Impact_True_up,,0.0,0.0
