VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240717,DBIB,Equity,Delta,-13.5,13.5
20240717,DBIB,Equity,Gamma_Residual,0.2,0.1
20240717,DBIB,Interest_Rate,Rho,-8.2,8.1
20240717,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.2
20240717,DBIB,Interest_Rate,Basis,0.0,0.4
20240717,DBIB,Credit,HY_Total,0.0,0.1
20240717,DBIB,Credit,AGG_Credit,-0.2,0.0
20240717,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240717,DBIB,Credit,ILP_Update,0.0,0.0
20240717,DBIB,Fund_Basis_Fund_Mapping,,-7.9,4.8
20240717,DBIB,Passage_Of_Time,,-0.2,-0.1
20240717,DBIB,Other_Inforce,,-0.5,0.0
20240717,DBIB,New_Business,,0.0,0.0
20240717,DBIB,Cross_Impact_True_up,,0.3,-0.0
