VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240523,WB,Equity,Delta,-27.7,29.4
20240523,WB,Equity,Gamma_Residual,0.6,0.1
20240523,WB,Interest_Rate,Rho,26.7,-27.0
20240523,WB,Interest_Rate,Convexity_Residual,0.1,-0.1
20240523,WB,Interest_Rate,Basis,0.0,-1.0
20240523,WB,Credit,HY_Total,-0.5,1.0
20240523,WB,Credit,AGG_Credit,-2.0,0.1
20240523,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240523,WB,Credit,ILP_Update,0.0,0.0
20240523,WB,Fund_Basis_Fund_Mapping,,-4.5,-0.6
20240523,WB,Passage_Of_Time,,-2.0,2.1
20240523,WB,Other_Inforce,,-0.0,0.0
20240523,WB,New_Business,,0.1,0.0
20240523,WB,Cross_Impact_True_up,,-0.7,0.0
