VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240429,WB,Equity,Delta,16.0,-17.2
20240429,WB,Equity,Gamma_Residual,0.6,-0.2
20240429,WB,Interest_Rate,Rho,-40.8,40.8
20240429,WB,Interest_Rate,Convexity_Residual,-0.2,0.4
20240429,WB,Interest_Rate,Basis,0.0,0.0
20240429,WB,Credit,HY_Total,0.9,-1.2
20240429,WB,Credit,AGG_Credit,-0.5,0.1
20240429,WB,Credit,Agg_Risk_Free_Growth,-1.4,0.0
20240429,WB,Credit,ILP_Update,0.0,0.0
20240429,WB,Fund_Basis_Fund_Mapping,,-0.8,-1.8
20240429,WB,Passage_Of_Time,,-2.0,2.2
20240429,WB,Other_Inforce,,3.3,1.0
20240429,WB,New_Business,,0.0,0.0
20240429,WB,Cross_Impact_True_up,,-0.7,0.0
