VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240712,DBIB,Equity,Delta,8.6,-8.2
20240712,DBIB,Equity,Gamma_Residual,0.3,0.0
20240712,DBIB,Interest_Rate,Rho,-1.7,1.9
20240712,DBIB,Interest_Rate,Convexity_Residual,0.0,0.0
20240712,DBIB,Interest_Rate,Basis,0.0,0.1
20240712,DBIB,Credit,HY_Total,0.2,-0.2
20240712,DBIB,Credit,AGG_Credit,0.7,0.0
20240712,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240712,DBIB,Credit,ILP_Update,0.0,0.0
20240712,DBIB,Fund_Basis_Fund_Mapping,,-1.0,-0.1
20240712,DBIB,Passage_Of_Time,,-0.2,-0.1
20240712,DBIB,Other_Inforce,,0.1,0.0
20240712,DBIB,New_Business,,-0.2,0.0
20240712,DBIB,Cross_Impact_True_up,,-0.2,0.0
