VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240516,DBIB,Equity,Delta,-3.1,3.3
20240516,DBIB,Equity,Gamma_Residual,0.4,0.0
20240516,DBIB,Interest_Rate,Rho,4.3,-4.6
20240516,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.2
20240516,DBIB,Interest_Rate,Basis,0.0,-0.7
20240516,DBIB,Credit,HY_Total,-0.0,0.1
20240516,DBIB,Credit,AGG_Credit,-0.4,0.0
20240516,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240516,DBIB,Credit,ILP_Update,0.0,0.0
20240516,DBIB,Fund_Basis_Fund_Mapping,,-2.1,-0.1
20240516,DBIB,Passage_Of_Time,,-0.2,-0.1
20240516,DBIB,Other_Inforce,,0.8,0.0
20240516,DBIB,New_Business,,-0.4,0.0
20240516,DBIB,Cross_Impact_True_up,,1.1,0.0
