VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240522,DBIB,Equity,Delta,-6.8,6.8
20240522,DBIB,Equity,Gamma_Residual,0.4,0.0
20240522,DBIB,Interest_Rate,Rho,1.1,-1.4
20240522,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.1
20240522,DBIB,Interest_Rate,Basis,0.0,-0.6
20240522,DBIB,Credit,HY_Total,-0.2,0.3
20240522,DBIB,Credit,AGG_Credit,-0.1,0.0
20240522,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240522,DBIB,Credit,ILP_Update,0.0,0.0
20240522,DBIB,Fund_Basis_Fund_Mapping,,0.8,-0.8
20240522,DBIB,Passage_Of_Time,,-0.2,-0.1
20240522,DBIB,Other_Inforce,,-0.3,0.0
20240522,DBIB,New_Business,,0.0,0.0
20240522,DBIB,Cross_Impact_True_up,,-1.0,0.0
