VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240626,WB,Equity,Delta,-3.0,3.2
20240626,WB,Equity,Gamma_Residual,0.8,-0.1
20240626,WB,Interest_Rate,Rho,68.9,-69.1
20240626,WB,Interest_Rate,Convexity_Residual,-0.5,0.3
20240626,WB,Interest_Rate,Basis,0.0,-0.3
20240626,WB,Credit,HY_Total,-0.6,0.6
20240626,WB,Credit,AGG_Credit,-0.2,-0.1
20240626,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240626,WB,Credit,ILP_Update,0.0,0.0
20240626,WB,Fund_Basis_Fund_Mapping,,-1.4,-1.9
20240626,WB,Passage_Of_Time,,-2.5,2.5
20240626,WB,Other_Inforce,,0.6,0.0
20240626,WB,New_Business,,0.2,0.0
20240626,WB,Cross_Impact_True_up,,0.2,-0.0
