VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240415,WB,Equity,Delta,-47.5,45.5
20240415,WB,Equity,Gamma_Residual,0.3,0.0
20240415,WB,Interest_Rate,Rho,116.5,-115.4
20240415,WB,Interest_Rate,Convexity_Residual,-2.3,1.0
20240415,WB,Interest_Rate,Basis,0.0,0.1
20240415,WB,Credit,HY_Total,-1.2,1.5
20240415,WB,Credit,AGG_Credit,4.9,-0.4
20240415,WB,Credit,Agg_Risk_Free_Growth,-1.5,0.0
20240415,WB,Credit,ILP_Update,0.0,0.0
20240415,WB,Fund_Basis_Fund_Mapping,,-8.4,4.2
20240415,WB,Passage_Of_Time,,-2.0,2.2
20240415,WB,Other_Inforce,,3.1,0.0
20240415,WB,New_Business,,0.0,0.0
20240415,WB,Cross_Impact_True_up,,1.2,0.0
