VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240430,WB,Equity,Delta,-56.4,60.1
20240430,WB,Equity,Gamma_Residual,0.1,0.5
20240430,WB,Interest_Rate,Rho,46.0,-46.3
20240430,WB,Interest_Rate,Convexity_Residual,-0.4,0.1
20240430,WB,Interest_Rate,Basis,0.0,-0.6
20240430,WB,Credit,HY_Total,-0.7,1.3
20240430,WB,Credit,AGG_Credit,0.6,-0.1
20240430,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240430,WB,Credit,ILP_Update,-4.9,0.0
20240430,WB,Fund_Basis_Fund_Mapping,,-15.0,2.3
20240430,WB,Passage_Of_Time,,-2.1,2.2
20240430,WB,Other_Inforce,,-3.6,0.0
20240430,WB,New_Business,,0.1,0.0
20240430,WB,Cross_Impact_True_up,,0.5,0.0
