VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240408,DBIB,Equity,Delta,2.8,-3.0
20240408,DBIB,Equity,Gamma_Residual,0.3,-0.2
20240408,DBIB,Interest_Rate,Rho,14.0,-14.2
20240408,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.3
20240408,DBIB,Interest_Rate,Basis,0.0,-1.4
20240408,DBIB,Credit,HY_Total,0.8,0.0
20240408,DBIB,Credit,AGG_Credit,-0.1,0.0
20240408,DBIB,Credit,Agg_Risk_Free_Growth,-0.2,0.0
20240408,DBIB,Credit,ILP_Update,0.0,0.0
20240408,DBIB,Fund_Basis_Fund_Mapping,,-2.7,0.0
20240408,DBIB,Passage_Of_Time,,-0.8,-0.1
20240408,DBIB,Other_Inforce,,0.7,0.0
20240408,DBIB,New_Business,,0.0,0.0
20240408,DBIB,Cross_Impact_True_up,,-0.4,0.0
