VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240705,WB,Equity,Delta,19.9,-18.5
20240705,WB,Equity,Gamma_Residual,0.6,0.0
20240705,WB,Interest_Rate,Rho,-45.4,45.4
20240705,WB,Interest_Rate,Convexity_Residual,-0.3,0.4
20240705,WB,Interest_Rate,Basis,0.0,12.0
20240705,WB,Credit,HY_Total,-0.1,-0.8
20240705,WB,Credit,AGG_Credit,1.8,0.1
20240705,WB,Credit,Agg_Risk_Free_Growth,-0.9,0.0
20240705,WB,Credit,ILP_Update,0.0,0.0
20240705,WB,Fund_Basis_Fund_Mapping,,6.5,-4.7
20240705,WB,Passage_Of_Time,,-2.0,2.1
20240705,WB,Other_Inforce,,-0.3,0.0
20240705,WB,New_Business,,0.1,0.0
20240705,WB,Cross_Impact_True_up,,-0.7,0.0
