VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240531,WB,Equity,Delta,35.9,-36.2
20240531,WB,Equity,Gamma_Residual,0.4,-0.3
20240531,WB,Interest_Rate,Rho,-30.1,30.4
20240531,WB,Interest_Rate,Convexity_Residual,-0.1,0.2
20240531,WB,Interest_Rate,Basis,0.0,-0.1
20240531,WB,Credit,HY_Total,0.7,-1.3
20240531,WB,Credit,AGG_Credit,3.5,-0.3
20240531,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240531,WB,Credit,ILP_Update,3.5,0.0
20240531,WB,Fund_Basis_Fund_Mapping,,-6.8,8.8
20240531,WB,Passage_Of_Time,,-2.0,2.1
20240531,WB,Other_Inforce,,-0.5,0.0
20240531,WB,New_Business,,-0.2,0.0
20240531,WB,Cross_Impact_True_up,,-0.5,0.0
