VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240606,WB,Equity,Delta,7.0,-5.8
20240606,WB,Equity,Gamma_Residual,0.8,-0.1
20240606,WB,Interest_Rate,Rho,-9.0,9.2
20240606,WB,Interest_Rate,Convexity_Residual,0.1,0.2
20240606,WB,Interest_Rate,Basis,0.0,-0.3
20240606,WB,Credit,HY_Total,0.0,0.0
20240606,WB,Credit,AGG_Credit,6.8,0.2
20240606,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240606,WB,Credit,ILP_Update,0.0,0.0
20240606,WB,Fund_Basis_Fund_Mapping,,-12.3,-0.7
20240606,WB,Passage_Of_Time,,-2.6,2.7
20240606,WB,Other_Inforce,,0.5,0.0
20240606,WB,New_Business,,0.1,0.0
20240606,WB,Cross_Impact_True_up,,-0.5,0.0
