VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240620,DBIB,Equity,Delta,-2.2,2.2
20240620,DBIB,Equity,Gamma_Residual,0.5,0.0
20240620,DBIB,Interest_Rate,Rho,21.5,-21.7
20240620,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.1
20240620,DBIB,Interest_Rate,Basis,0.0,-1.0
20240620,DBIB,Credit,HY_Total,0.0,0.2
20240620,DBIB,Credit,AGG_Credit,0.1,0.0
20240620,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240620,DBIB,Credit,ILP_Update,0.0,0.0
20240620,DBIB,Fund_Basis_Fund_Mapping,,-2.0,1.7
20240620,DBIB,Passage_Of_Time,,-0.5,-0.1
20240620,DBIB,Other_Inforce,,0.2,0.0
20240620,DBIB,New_Business,,0.0,0.0
20240620,DBIB,Cross_Impact_True_up,,0.1,0.0
