VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240520,WB,Equity,Delta,4.7,-5.7
20240520,WB,Equity,Gamma_Residual,0.7,-0.1
20240520,WB,Interest_Rate,Rho,12.1,-12.2
20240520,WB,Interest_Rate,Convexity_Residual,0.1,-0.2
20240520,WB,Interest_Rate,Basis,0.0,0.1
20240520,WB,Credit,HY_Total,-0.0,-0.3
20240520,WB,Credit,AGG_Credit,-0.6,0.1
20240520,WB,Credit,Agg_Risk_Free_Growth,-1.4,0.0
20240520,WB,Credit,ILP_Update,0.0,0.0
20240520,WB,Fund_Basis_Fund_Mapping,,0.3,-3.2
20240520,WB,Passage_Of_Time,,-2.0,2.1
20240520,WB,Other_Inforce,,3.1,0.0
20240520,WB,New_Business,,0.0,0.0
20240520,WB,Cross_Impact_True_up,,-0.3,0.0
