VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240725,DBIB,Equity,Delta,-6.4,6.2
20240725,DBIB,Equity,Gamma_Residual,0.4,0.0
20240725,DBIB,Interest_Rate,Rho,-22.3,22.8
20240725,DBIB,Interest_Rate,Convexity_Residual,-0.4,0.3
20240725,DBIB,Interest_Rate,Basis,0.0,-0.5
20240725,DBIB,Credit,HY_Total,-0.0,-0.1
20240725,DBIB,Credit,AGG_Credit,0.2,0.0
20240725,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240725,DBIB,Credit,ILP_Update,0.0,0.0
20240725,DBIB,Fund_Basis_Fund_Mapping,,0.7,0.9
20240725,DBIB,Passage_Of_Time,,-0.1,-0.2
20240725,DBIB,Other_Inforce,,-0.1,0.0
20240725,DBIB,New_Business,,-0.2,0.0
20240725,DBIB,Cross_Impact_True_up,,-0.6,-0.0
