VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240702,WB,Equity,Delta,20.7,-21.0
20240702,WB,Equity,Gamma_Residual,0.6,0.0
20240702,WB,Interest_Rate,Rho,-31.0,31.9
20240702,WB,Interest_Rate,Convexity_Residual,-0.2,0.3
20240702,WB,Interest_Rate,Basis,0.0,-0.4
20240702,WB,Credit,HY_Total,0.0,-0.2
20240702,WB,Credit,AGG_Credit,2.1,-0.1
20240702,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240702,WB,Credit,ILP_Update,0.0,0.0
20240702,WB,Fund_Basis_Fund_Mapping,,1.5,0.1
20240702,WB,Passage_Of_Time,,-2.1,2.1
20240702,WB,Other_Inforce,,-4.2,0.0
20240702,WB,New_Business,,0.3,0.0
20240702,WB,Cross_Impact_True_up,,0.0,0.0
