VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240404,DBIB,Equity,Delta,-11.4,12.1
20240404,DBIB,Equity,Gamma_Residual,0.3,0.3
20240404,DBIB,Interest_Rate,Rho,-22.0,21.8
20240404,DBIB,Interest_Rate,Convexity_Residual,-0.2,0.3
20240404,DBIB,Interest_Rate,Basis,0.0,0.1
20240404,DBIB,Credit,HY_Total,-0.1,-0.2
20240404,DBIB,Credit,AGG_Credit,0.1,0.0
20240404,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240404,DBIB,Credit,ILP_Update,0.0,0.0
20240404,DBIB,Fund_Basis_Fund_Mapping,,-5.1,1.1
20240404,DBIB,Passage_Of_Time,,-0.5,-0.1
20240404,DBIB,Other_Inforce,,0.2,0.0
20240404,DBIB,New_Business,,0.0,0.0
20240404,DBIB,Cross_Impact_True_up,,-0.2,0.0
