VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240404,WB,Equity,Delta,-32.9,38.0
20240404,WB,Equity,Gamma_Residual,0.5,0.5
20240404,WB,Interest_Rate,Rho,-35.5,35.4
20240404,WB,Interest_Rate,Convexity_Residual,-0.1,0.2
20240404,WB,Interest_Rate,Basis,0.0,0.6
20240404,WB,Credit,HY_Total,0.3,-0.5
20240404,WB,Credit,AGG_Credit,-1.2,0.1
20240404,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240404,WB,Credit,ILP_Update,0.0,0.0
20240404,WB,Fund_Basis_Fund_Mapping,,-19.5,1.3
20240404,WB,Passage_Of_Time,,-2.0,2.1
20240404,WB,Other_Inforce,,0.3,0.0
20240404,WB,New_Business,,0.1,0.0
20240404,WB,Cross_Impact_True_up,,-0.6,-0.0
