VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240425,DBIB,Equity,Delta,-8.1,8.0
20240425,DBIB,Equity,Gamma_Residual,0.3,-0.1
20240425,DBIB,Interest_Rate,Rho,19.7,-20.2
20240425,DBIB,Interest_Rate,Convexity_Residual,-0.1,-0.2
20240425,DBIB,Interest_Rate,Basis,0.0,-0.5
20240425,DBIB,Credit,HY_Total,-0.4,0.5
20240425,DBIB,Credit,AGG_Credit,-0.3,0.0
20240425,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240425,DBIB,Credit,ILP_Update,0.0,0.0
20240425,DBIB,Fund_Basis_Fund_Mapping,,-0.2,-0.2
20240425,DBIB,Passage_Of_Time,,-0.1,-0.2
20240425,DBIB,Other_Inforce,,-0.4,0.0
20240425,DBIB,New_Business,,-0.1,0.0
20240425,DBIB,Cross_Impact_True_up,,0.1,-0.0
