VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240617,WB,Equity,Delta,20.8,-23.6
20240617,WB,Equity,Gamma_Residual,-0.1,-0.2
20240617,WB,Interest_Rate,Rho,49.4,-49.0
20240617,WB,Interest_Rate,Convexity_Residual,-0.5,0.3
20240617,WB,Interest_Rate,Basis,0.0,1.7
20240617,WB,Credit,HY_Total,-0.2,-0.1
20240617,WB,Credit,AGG_Credit,0.5,-0.1
20240617,WB,Credit,Agg_Risk_Free_Growth,-1.4,0.0
20240617,WB,Credit,ILP_Update,0.0,0.0
20240617,WB,Fund_Basis_Fund_Mapping,,9.6,-2.9
20240617,WB,Passage_Of_Time,,-2.5,2.6
20240617,WB,Other_Inforce,,4.3,0.0
20240617,WB,New_Business,,-0.0,0.0
20240617,WB,Cross_Impact_True_up,,-1.0,0.0
