VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240618,DBIB,Equity,Delta,5.1,-5.2
20240618,DBIB,Equity,Gamma_Residual,0.5,0.0
20240618,DBIB,Interest_Rate,Rho,-30.3,30.5
20240618,DBIB,Interest_Rate,Convexity_Residual,-0.2,0.3
20240618,DBIB,Interest_Rate,Basis,0.0,0.2
20240618,DBIB,Credit,HY_Total,0.2,-0.4
20240618,DBIB,Credit,AGG_Credit,0.2,0.0
20240618,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240618,DBIB,Credit,ILP_Update,0.0,0.0
20240618,DBIB,Fund_Basis_Fund_Mapping,,-1.1,0.5
20240618,DBIB,Passage_Of_Time,,-0.1,-0.2
20240618,DBIB,Other_Inforce,,-1.6,0.0
20240618,DBIB,New_Business,,-0.1,0.0
20240618,DBIB,Cross_Impact_True_up,,-0.3,0.0
