VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240410,WB,Equity,Delta,-51.3,52.8
20240410,WB,Equity,Gamma_Residual,0.3,0.1
20240410,WB,Interest_Rate,Rho,130.9,-131.0
20240410,WB,Interest_Rate,Convexity_Residual,-2.9,1.2
20240410,WB,Interest_Rate,Basis,0.0,-2.8
20240410,WB,Credit,HY_Total,-1.8,2.9
20240410,WB,Credit,AGG_Credit,-0.2,-0.1
20240410,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240410,WB,Credit,ILP_Update,0.0,0.0
20240410,WB,Fund_Basis_Fund_Mapping,,-5.1,-3.3
20240410,WB,Passage_Of_Time,,-2.1,2.1
20240410,WB,Other_Inforce,,-0.0,0.0
20240410,WB,New_Business,,0.1,0.0
20240410,WB,Cross_Impact_True_up,,0.7,-0.0
