VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240528,DBIB,Equity,Delta,-1.1,0.8
20240528,DBIB,Equity,Gamma_Residual,0.4,-0.0
20240528,DBIB,Interest_Rate,Rho,40.2,-40.2
20240528,DBIB,Interest_Rate,Convexity_Residual,-0.6,0.2
20240528,DBIB,Interest_Rate,Basis,0.0,-1.9
20240528,DBIB,Credit,HY_Total,-0.0,0.1
20240528,DBIB,Credit,AGG_Credit,0.0,0.0
20240528,DBIB,Credit,Agg_Risk_Free_Growth,-0.3,0.0
20240528,DBIB,Credit,ILP_Update,0.0,0.0
20240528,DBIB,Fund_Basis_Fund_Mapping,,-1.2,-0.6
20240528,DBIB,Passage_Of_Time,,-1.1,-0.1
20240528,DBIB,Other_Inforce,,1.1,0.0
20240528,DBIB,New_Business,,0.0,0.0
20240528,DBIB,Cross_Impact_True_up,,0.1,0.0
