VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240405,DBIB,Equity,Delta,7.9,-8.1
20240405,DBIB,Equity,Gamma_Residual,0.3,0.0
20240405,DBIB,Interest_Rate,Rho,32.5,-32.3
20240405,DBIB,Interest_Rate,Convexity_Residual,-0.2,0.0
20240405,DBIB,Interest_Rate,Basis,0.0,0.0
20240405,DBIB,Credit,HY_Total,-0.5,0.2
20240405,DBIB,Credit,AGG_Credit,-0.2,0.0
20240405,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240405,DBIB,Credit,ILP_Update,0.0,0.0
20240405,DBIB,Fund_Basis_Fund_Mapping,,8.0,-0.9
20240405,DBIB,Passage_Of_Time,,-0.2,-0.1
20240405,DBIB,Other_Inforce,,0.9,0.0
20240405,DBIB,New_Business,,-0.1,0.0
20240405,DBIB,Cross_Impact_True_up,,-0.0,0.0
