VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240611,DBIB,Equity,Delta,-1.9,1.9
20240611,DBIB,Equity,Gamma_Residual,0.4,0.0
20240611,DBIB,Interest_Rate,Rho,-30.2,30.5
20240611,DBIB,Interest_Rate,Convexity_Residual,-0.4,0.3
20240611,DBIB,Interest_Rate,Basis,0.0,0.2
20240611,DBIB,Credit,HY_Total,0.0,-0.2
20240611,DBIB,Credit,AGG_Credit,0.3,0.0
20240611,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240611,DBIB,Credit,ILP_Update,0.0,0.0
20240611,DBIB,Fund_Basis_Fund_Mapping,,-0.5,-1.3
20240611,DBIB,Passage_Of_Time,,-0.1,-0.1
20240611,DBIB,Other_Inforce,,-1.7,0.0
20240611,DBIB,New_Business,,-0.1,0.0
20240611,DBIB,Cross_Impact_True_up,,-0.3,0.0
