VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240528,WB,Equity,Delta,0.2,-0.6
20240528,WB,Equity,Gamma_Residual,0.7,0.0
20240528,WB,Interest_Rate,Rho,67.7,-67.7
20240528,WB,Interest_Rate,Convexity_Residual,-0.6,0.5
20240528,WB,Interest_Rate,Basis,0.0,-2.8
20240528,WB,Credit,HY_Total,-0.1,0.3
20240528,WB,Credit,AGG_Credit,1.4,0.0
20240528,WB,Credit,Agg_Risk_Free_Growth,-1.8,0.0
20240528,WB,Credit,ILP_Update,0.0,0.0
20240528,WB,Fund_Basis_Fund_Mapping,,-3.4,-2.2
20240528,WB,Passage_Of_Time,,-1.9,2.1
20240528,WB,Other_Inforce,,3.6,0.0
20240528,WB,New_Business,,0.0,0.0
20240528,WB,Cross_Impact_True_up,,-0.1,0.0
