VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240425,WB,Equity,Delta,-25.8,25.0
20240425,WB,Equity,Gamma_Residual,0.6,-0.2
20240425,WB,Interest_Rate,Rho,32.6,-33.1
20240425,WB,Interest_Rate,Convexity_Residual,0.0,-0.2
20240425,WB,Interest_Rate,Basis,0.0,-0.8
20240425,WB,Credit,HY_Total,-1.2,1.5
20240425,WB,Credit,AGG_Credit,-0.9,0.0
20240425,WB,Credit,Agg_Risk_Free_Growth,-0.5,0.0
20240425,WB,Credit,ILP_Update,0.0,0.0
20240425,WB,Fund_Basis_Fund_Mapping,,2.7,0.5
20240425,WB,Passage_Of_Time,,-2.1,2.2
20240425,WB,Other_Inforce,,-0.4,0.0
20240425,WB,New_Business,,0.3,0.0
20240425,WB,Cross_Impact_True_up,,0.7,-0.0
