VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240722,DBIB,Equity,Delta,12.9,-13.5
20240722,DBIB,Equity,Gamma_Residual,0.1,-0.2
20240722,DBIB,Interest_Rate,Rho,13.5,-13.5
20240722,DBIB,Interest_Rate,Convexity_Residual,0.0,-0.6
20240722,DBIB,Interest_Rate,Basis,0.0,0.4
20240722,DBIB,Credit,HY_Total,0.1,-0.3
20240722,DBIB,Credit,AGG_Credit,0.3,0.0
20240722,DBIB,Credit,Agg_Risk_Free_Growth,-0.2,0.0
20240722,DBIB,Credit,ILP_Update,0.0,0.0
20240722,DBIB,Fund_Basis_Fund_Mapping,,2.9,-1.3
20240722,DBIB,Passage_Of_Time,,-0.7,-0.2
20240722,DBIB,Other_Inforce,,0.6,0.0
20240722,DBIB,New_Business,,0.0,0.0
20240722,DBIB,Cross_Impact_True_up,,0.4,0.0
