VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240702,DBIB,Equity,Delta,6.2,-6.1
20240702,DBIB,Equity,Gamma_Residual,0.3,0.0
20240702,DBIB,Interest_Rate,Rho,-18.5,19.5
20240702,DBIB,Interest_Rate,Convexity_Residual,-0.2,0.2
20240702,DBIB,Interest_Rate,Basis,0.0,-0.9
20240702,DBIB,Credit,HY_Total,0.0,-0.1
20240702,DBIB,Credit,AGG_Credit,0.4,0.0
20240702,DBIB,Credit,Agg_Risk_Free_Growth,-0.1,0.0
20240702,DBIB,Credit,ILP_Update,0.0,0.0
20240702,DBIB,Fund_Basis_Fund_Mapping,,0.9,-1.0
20240702,DBIB,Passage_Of_Time,,-0.1,-0.1
20240702,DBIB,Other_Inforce,,-0.0,0.0
20240702,DBIB,New_Business,,-1.0,0.0
20240702,DBIB,Cross_Impact_True_up,,0.2,0.0
