VALUATION_DATE,PRODUCT_TYPE,RISK_TYPE,GREEK_TYPE,RIDER_VALUE,ASSET_VALUE
20240729,WB,Equity_Delta,Delta,-0.9,0.9
20240729,WB,Equity_Gamma_Residual,Gamma,0.7,-0.2
20240729,WB,Interest_Rate_Rho,Dynamic_Rho,-20.7,20.6
20240729,WB,Interest_Rate_Convexity_Residual,Convexity,0.0,0.2
20240729,WB,Interest_Rate_Basis,,0.0,-0.8
20240729,WB,HY_Total,,-0.0,0.2
20240729,WB,AGG_Credit,Credit,1.7,-0.1
20240729,WB,Agg_Risk_Free_Growth,,-1.4,0.0
20240729,WB,ILP_Update,,0.0,0.0
20240729,WB,Fund_Basis_Fund_Mapping,,-6.5,-1.5
20240729,WB,Passage_of_Time,,-2.1,2.2
20240729,WB,Other_Inforce,,3.3,0.0
20240729,WB,New_Business,,0.0,0.0
20240729,WB,Cross_Impact_True_up,,-0.2,0.0
